28,6
28,6
28,5
28,5
28,5
28,5
28,6
28,6
28,5
28,6
28,6
28,5
28,4
28,4
28,6
28,5
28,6
28,4
28,6
28,2
28,4
28,3
28,2
28,3
28,6
28,5
28,2
28,0
27,7
27,8
28,2
28,2
28,3
28,2
28,2
28,1
28,1
28,2
28,3
28,2
28,2
28,0
27,9
28,0
28,0
28,0
28,1
28,1
28,0
28,0
27,9
27,9
27,9
27,8
27,8
27,7
27,9
27,8
27,6
27,6
27,6
27,8
27,5
27,6
27,4
27,5
27,6
27,5
27,5
27,2
27,3
27,1
27,3
27,5
27,3
27,3
27,2
27,3
27,3
27,1
27,1
27,1
27,1
26,9
27,0
27,0
26,7
26,8
26,9
26,9
26,9
26,9
26,8
26,9
26,8
26,9
26,6
26,8
26,7
26,7
26,7
26,5
26,3
26,4
26,6
26,3
26,5
26,6
26,4
26,4
26,4
26,4
26,3
26,3
26,3
26,3
26,2
26,1
26,0
25,9
25,9
25,9
25,8
25,8
25,6
25,8
25,8
26,0
25,8
26,0
25,8
25,7
25,7
25,8
25,5
25,4
25,6
25,6
25,6
25,4
25,3
25,3
25,4
25,5
25,2
25,1
25,1
25,2
25,3
25,2
25,1
25,3
25,1
24,9
25,0
25,1
25,2
25,0
24,8

