Model,DPO2002B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.02,
Sample Interval,6.4e-05,
Filter Frequency,7e+07,
Record Length,3124,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,0.1
Label,,
TIME,CH1,CH2
-5.9384e-02,-0.36125,0.00748437
-5.9320e-02,-0.396562,0.0055
-5.9256e-02,-0.425,-0.0003125
-5.9192e-02,-0.445,-0.00523438
-5.9128e-02,-0.477031,-0.00882813
-5.9064e-02,-0.492031,-0.0134063
-5.9000e-02,-0.521094,-0.0182656
-5.8936e-02,-0.548906,-0.0218906
-5.8872e-02,-0.568594,-0.0254531
-5.8808e-02,-0.596875,-0.0297344
-5.8744e-02,-0.619687,-0.0351875
-5.8680e-02,-0.637656,-0.039875
-5.8616e-02,-0.669062,-0.0427656
-5.8552e-02,-0.692031,-0.0486406
-5.8488e-02,-0.71625,-0.0515156
-5.8424e-02,-0.750469,-0.0557188
-5.8360e-02,-0.770156,-0.0577813
-5.8296e-02,-0.796875,-0.0615156
-5.8232e-02,-0.825625,-0.0663438
-5.8168e-02,-0.84875,-0.0706563
-5.8104e-02,-0.874062,-0.0750469
-5.8040e-02,-0.897969,-0.079
-5.7976e-02,-0.92125,-0.0819219
-5.7912e-02,-0.950469,-0.08625
-5.7848e-02,-0.964844,-0.0901406
-5.7784e-02,-0.994062,-0.0937031
-5.7720e-02,-1.01047,-0.0975938
-5.7656e-02,-1.04109,-0.101844
-5.7592e-02,-1.06641,-0.105219
-5.7528e-02,-1.08937,-0.109313
-5.7464e-02,-1.11312,-0.112719
-5.7400e-02,-1.13766,-0.117438
-5.7336e-02,-1.16109,-0.120578
-5.7272e-02,-1.19406,-0.123656
-5.7208e-02,-1.21875,-0.128344
-5.7144e-02,-1.24859,-0.132531
-5.7080e-02,-1.28109,-0.135672
-5.7016e-02,-1.31078,-0.138875
-5.6952e-02,-1.34172,-0.143469
-5.6888e-02,-1.37469,-0.145516
-5.6824e-02,-1.39875,-0.150781
-5.6760e-02,-1.43187,-0.152703
-5.6696e-02,-1.46219,-0.156422
-5.6632e-02,-1.48609,-0.159938
-5.6568e-02,-1.51891,-0.162344
-5.6504e-02,-1.54328,-0.165438
-5.6440e-02,-1.56859,-0.169453
-5.6376e-02,-1.60484,-0.170469
-5.6312e-02,-1.63828,-0.172766
-5.6248e-02,-1.67406,-0.175984
-5.6184e-02,-1.70953,-0.180047
-5.6120e-02,-1.74969,-0.181938
-5.6056e-02,-1.79312,-0.183875
-5.5992e-02,-1.82859,-0.185172
-5.5928e-02,-1.86156,-0.186813
-5.5864e-02,-1.90109,-0.190688
-5.5800e-02,-1.94562,-0.191172
-5.5736e-02,-1.99312,-0.193656
-5.5672e-02,-2.03219,-0.196813
-5.5608e-02,-2.07734,-0.198313
-5.5544e-02,-2.11625,-0.199438
-5.5480e-02,-2.16234,-0.201531
-5.5416e-02,-2.20531,-0.203109
-5.5352e-02,-2.25234,-0.203656
-5.5288e-02,-2.30031,-0.204828
-5.5224e-02,-2.34906,-0.204453
-5.5160e-02,-2.39234,-0.207641
-5.5096e-02,-2.44109,-0.211406
-5.5032e-02,-2.48516,-0.2095
-5.4968e-02,-2.53453,-0.209922
-5.4904e-02,-2.59437,-0.211594
-5.4840e-02,-2.63125,-0.212063
-5.4776e-02,-2.67094,-0.212031
-5.4712e-02,-2.70219,-0.213906
-5.4648e-02,-2.73922,-0.212469
-5.4584e-02,-2.76391,-0.2125
-5.4520e-02,-2.79531,-0.212078
-5.4456e-02,-2.81562,-0.212094
-5.4392e-02,-2.83672,-0.212875
-5.4328e-02,-2.84906,-0.212109
-5.4264e-02,-2.85484,-0.212813
-5.4200e-02,-2.85391,-0.213109
-5.4136e-02,-2.85297,-0.210766
-5.4072e-02,-2.84547,-0.21025
-5.4008e-02,-2.82875,-0.209234
-5.3944e-02,-2.80469,-0.209031
-5.3880e-02,-2.76891,-0.208438
-5.3816e-02,-2.73391,-0.20675
-5.3752e-02,-2.69734,-0.206766
-5.3688e-02,-2.65031,-0.204516
-5.3624e-02,-2.60656,-0.201734
-5.3560e-02,-2.54703,-0.203219
-5.3496e-02,-2.49078,-0.202297
-5.3432e-02,-2.44125,-0.20025
-5.3368e-02,-2.38125,-0.199266
-5.3304e-02,-2.32281,-0.197
-5.3240e-02,-2.25984,-0.194875
-5.3176e-02,-2.19891,-0.193672
-5.3112e-02,-2.13703,-0.191016
-5.3048e-02,-2.07312,-0.189234
-5.2984e-02,-2.00281,-0.188141
-5.2920e-02,-1.93562,-0.188094
-5.2856e-02,-1.86625,-0.185031
-5.2792e-02,-1.80109,-0.182391
-5.2728e-02,-1.73547,-0.181469
-5.2664e-02,-1.66937,-0.178547
-5.2600e-02,-1.60281,-0.178109
-5.2536e-02,-1.54719,-0.176
-5.2472e-02,-1.49562,-0.174031
-5.2408e-02,-1.44109,-0.171891
-5.2344e-02,-1.38078,-0.168922
-5.2280e-02,-1.32812,-0.167234
-5.2216e-02,-1.27406,-0.164781
-5.2152e-02,-1.22219,-0.163125
-5.2088e-02,-1.17031,-0.160125
-5.2024e-02,-1.12109,-0.157281
-5.1960e-02,-1.07359,-0.155719
-5.1896e-02,-1.03156,-0.152531
-5.1832e-02,-0.99,-0.148656
-5.1768e-02,-0.949687,-0.146703
-5.1704e-02,-0.896406,-0.144328
-5.1640e-02,-0.849844,-0.140109
-5.1576e-02,-0.802812,-0.137109
-5.1512e-02,-0.75875,-0.135406
-5.1448e-02,-0.718281,-0.131031
-5.1384e-02,-0.673437,-0.128422
-5.1320e-02,-0.633594,-0.126641
-5.1256e-02,-0.593906,-0.12175
-5.1192e-02,-0.554062,-0.118609
-5.1128e-02,-0.502656,-0.115938
-5.1064e-02,-0.474219,-0.110813
-5.1000e-02,-0.443281,-0.108203
-5.0936e-02,-0.407187,-0.104969
-5.0872e-02,-0.368125,-0.100781
-5.0808e-02,-0.343906,-0.09825
-5.0744e-02,-0.303594,-0.0943281
-5.0680e-02,-0.273437,-0.0902188
-5.0616e-02,-0.244219,-0.08625
-5.0552e-02,-0.201094,-0.0834531
-5.0488e-02,-0.17,-0.0783594
-5.0424e-02,-0.140156,-0.0745313
-5.0360e-02,-0.1075,-0.0715938
-5.0296e-02,-0.07875,-0.068625
-5.0232e-02,-0.0425,-0.06325
-5.0168e-02,-0.0104687,-0.05975
-5.0104e-02,0.0145313,-0.0561094
-5.0040e-02,0.04125,-0.0528281
-4.9976e-02,0.078125,-0.0490781
-4.9912e-02,0.106719,-0.0438906
-4.9848e-02,0.124844,-0.0392188
-4.9784e-02,0.161563,-0.0355625
-4.9720e-02,0.194375,-0.0316875
-4.9656e-02,0.21875,-0.0260156
-4.9592e-02,0.245625,-0.022
-4.9528e-02,0.278125,-0.0182656
-4.9464e-02,0.299844,-0.0152031
-4.9400e-02,0.330625,-0.00995313
-4.9336e-02,0.363125,-0.005
-4.9272e-02,0.38625,-0.00125
-4.9208e-02,0.404688,0.00340625
-4.9144e-02,0.438906,0.00707812
-4.9080e-02,0.460156,0.0115156
-4.9016e-02,0.489063,0.0157969
-4.8952e-02,0.518906,0.0186563
-4.8888e-02,0.545313,0.0219063
-4.8824e-02,0.56125,0.0268281
-4.8760e-02,0.594688,0.0303438
-4.8696e-02,0.614844,0.0360938
-4.8632e-02,0.64125,0.0405938
-4.8568e-02,0.675469,0.0447813
-4.8504e-02,0.690313,0.0480313
-4.8440e-02,0.718906,0.0528438
-4.8376e-02,0.741719,0.0560781
-4.8312e-02,0.758438,0.0611094
-4.8248e-02,0.788438,0.0641094
-4.8184e-02,0.804844,0.0690625
-4.8120e-02,0.836719,0.0721875
-4.8056e-02,0.86625,0.0763438
-4.7992e-02,0.890313,0.0791094
-4.7928e-02,0.914531,0.0847031
-4.7864e-02,0.928906,0.0879844
-4.7800e-02,0.96125,0.0924063
-4.7736e-02,0.983125,0.0954844
-4.7672e-02,1.00953,0.100375
-4.7608e-02,1.03688,0.103391
-4.7544e-02,1.05984,0.106328
-4.7480e-02,1.08547,0.109672
-4.7416e-02,1.11266,0.114578
-4.7352e-02,1.14391,0.117703
-4.7288e-02,1.16344,0.122438
-4.7224e-02,1.1975,0.124609
-4.7160e-02,1.22406,0.127938
-4.7096e-02,1.25109,0.132844
-4.7032e-02,1.27891,0.134922
-4.6968e-02,1.31766,0.1385
-4.6904e-02,1.34547,0.142578
-4.6840e-02,1.36859,0.145078
-4.6776e-02,1.40328,0.149594
-4.6712e-02,1.44,0.153781
-4.6648e-02,1.47797,0.157359
-4.6584e-02,1.49234,0.160438
-4.6520e-02,1.52797,0.163422
-4.6456e-02,1.5625,0.165547
-4.6392e-02,1.59859,0.169234
-4.6328e-02,1.62125,0.172422
-4.6264e-02,1.65766,0.174609
-4.6200e-02,1.68828,0.175938
-4.6136e-02,1.72641,0.180563
-4.6072e-02,1.75859,0.181828
-4.6008e-02,1.79766,0.183922
-4.5944e-02,1.83281,0.187516
-4.5880e-02,1.87328,0.187266
-4.5816e-02,1.91109,0.1895
-4.5752e-02,1.95172,0.19375
-4.5688e-02,1.99766,0.193938
-4.5624e-02,2.04266,0.196719
-4.5560e-02,2.08891,0.198828
-4.5496e-02,2.13266,0.200828
-4.5432e-02,2.18734,0.202766
-4.5368e-02,2.23891,0.204266
-4.5304e-02,2.27672,0.204656
-4.5240e-02,2.32813,0.207344
-4.5176e-02,2.38063,0.207266
-4.5112e-02,2.42578,0.208734
-4.5048e-02,2.47109,0.209234
-4.4984e-02,2.51922,0.21025
-4.4920e-02,2.56359,0.210984
-4.4856e-02,2.60188,0.211922
-4.4792e-02,2.65313,0.210938
-4.4728e-02,2.68781,0.212203
-4.4664e-02,2.72172,0.211484
-4.4600e-02,2.75047,0.211875
-4.4536e-02,2.78219,0.212875
-4.4472e-02,2.80125,0.210313
-4.4408e-02,2.82594,0.210188
-4.4344e-02,2.83516,0.212969
-4.4280e-02,2.85219,0.211078
-4.4216e-02,2.85531,0.209266
-4.4152e-02,2.84984,0.212063
-4.4088e-02,2.8425,0.210469
-4.4024e-02,2.82703,0.208734
-4.3960e-02,2.80641,0.209406
-4.3896e-02,2.78609,0.207391
-4.3832e-02,2.74609,0.207125
-4.3768e-02,2.70453,0.204609
-4.3704e-02,2.66328,0.205359
-4.3640e-02,2.61969,0.20475
-4.3576e-02,2.56734,0.201766
-4.3512e-02,2.51859,0.201672
-4.3448e-02,2.45797,0.199594
-4.3384e-02,2.39953,0.197859
-4.3320e-02,2.33219,0.198344
-4.3256e-02,2.28016,0.195125
-4.3192e-02,2.21422,0.194594
-4.3128e-02,2.13969,0.191297
-4.3064e-02,2.07063,0.189328
-4.3000e-02,1.99922,0.188109
-4.2936e-02,1.93344,0.185703
-4.2872e-02,1.87,0.185359
-4.2808e-02,1.80375,0.183422
-4.2744e-02,1.75734,0.181875
-4.2680e-02,1.68359,0.179984
-4.2616e-02,1.62563,0.177875
-4.2552e-02,1.56516,0.174953
-4.2488e-02,1.50469,0.172859
-4.2424e-02,1.44516,0.171094
-4.2360e-02,1.39391,0.168484
-4.2296e-02,1.33078,0.168141
-4.2232e-02,1.27891,0.164766
-4.2168e-02,1.22563,0.159719
-4.2104e-02,1.17609,0.159391
-4.2040e-02,1.12125,0.15775
-4.1976e-02,1.07156,0.154469
-4.1912e-02,1.02688,0.150594
-4.1848e-02,0.984375,0.147531
-4.1784e-02,0.924063,0.145625
-4.1720e-02,0.883906,0.142531
-4.1656e-02,0.841094,0.139688
-4.1592e-02,0.789063,0.1375
-4.1528e-02,0.756406,0.133172
-4.1464e-02,0.708594,0.130016
-4.1400e-02,0.671563,0.126984
-4.1336e-02,0.62,0.124391
-4.1272e-02,0.579375,0.122172
-4.1208e-02,0.539688,0.118859
-4.1144e-02,0.507969,0.115547
-4.1080e-02,0.456406,0.1135
-4.1016e-02,0.420469,0.107422
-4.0952e-02,0.389531,0.104328
-4.0888e-02,0.352656,0.102109
-4.0824e-02,0.311719,0.0987656
-4.0760e-02,0.28125,0.0942813
-4.0696e-02,0.246719,0.0905938
-4.0632e-02,0.206094,0.0866406
-4.0568e-02,0.185625,0.0825469
-4.0504e-02,0.147188,0.0803594
-4.0440e-02,0.115156,0.0760938
-4.0376e-02,0.0789063,0.0711094
-4.0312e-02,0.0451563,0.0680156
-4.0248e-02,0.0176563,0.0652656
-4.0184e-02,-0.0139062,0.0593438
-4.0120e-02,-0.0420312,0.0566875
-4.0056e-02,-0.0803125,0.0537813
-3.9992e-02,-0.100937,0.0472656
-3.9928e-02,-0.130469,0.0429063
-3.9864e-02,-0.161094,0.0391875
-3.9800e-02,-0.196719,0.0351719
-3.9736e-02,-0.214687,0.0304844
-3.9672e-02,-0.248281,0.0262656
-3.9608e-02,-0.28125,0.0208281
-3.9544e-02,-0.307031,0.0191875
-3.9480e-02,-0.338437,0.0143906
-3.9416e-02,-0.36125,0.0108438
-3.9352e-02,-0.385156,0.00596875
-3.9288e-02,-0.407812,0.00178125
-3.9224e-02,-0.434687,-0.0010625
-3.9160e-02,-0.458437,-0.00551563
-3.9096e-02,-0.47875,-0.0108594
-3.9032e-02,-0.506875,-0.0147031
-3.8968e-02,-0.529375,-0.019125
-3.8904e-02,-0.561094,-0.0241094
-3.8840e-02,-0.583437,-0.0277031
-3.8776e-02,-0.606094,-0.0311719
-3.8712e-02,-0.64,-0.0367188
-3.8648e-02,-0.647031,-0.0406719
-3.8584e-02,-0.680937,-0.0452344
-3.8520e-02,-0.709219,-0.0498438
-3.8456e-02,-0.729219,-0.0508281
-3.8392e-02,-0.75875,-0.0560313
-3.8328e-02,-0.786406,-0.0606563
-3.8264e-02,-0.809219,-0.0651406
-3.8200e-02,-0.830937,-0.069
-3.8136e-02,-0.858281,-0.0722969
-3.8072e-02,-0.880625,-0.0767188
-3.8008e-02,-0.9125,-0.0792188
-3.7944e-02,-0.927187,-0.0846563
-3.7880e-02,-0.9575,-0.0876875
-3.7816e-02,-0.98,-0.09275
-3.7752e-02,-0.99875,-0.0950781
-3.7688e-02,-1.02797,-0.0985469
-3.7624e-02,-1.04734,-0.103563
-3.7560e-02,-1.07734,-0.106766
-3.7496e-02,-1.10078,-0.111766
-3.7432e-02,-1.12375,-0.113172
-3.7368e-02,-1.15359,-0.119406
-3.7304e-02,-1.17594,-0.122016
-3.7240e-02,-1.20766,-0.125516
-3.7176e-02,-1.23531,-0.130063
-3.7112e-02,-1.26047,-0.133094
-3.7048e-02,-1.29344,-0.135375
-3.6984e-02,-1.31844,-0.140141
-3.6920e-02,-1.35547,-0.143469
-3.6856e-02,-1.38078,-0.147781
-3.6792e-02,-1.40891,-0.150578
-3.6728e-02,-1.44781,-0.156297
-3.6664e-02,-1.47203,-0.157234
-3.6600e-02,-1.49219,-0.160328
-3.6536e-02,-1.52484,-0.163734
-3.6472e-02,-1.55797,-0.166766
-3.6408e-02,-1.58453,-0.169656
-3.6344e-02,-1.60922,-0.170922
-3.6280e-02,-1.64484,-0.174172
-3.6216e-02,-1.68359,-0.177656
-3.6152e-02,-1.72109,-0.179031
-3.6088e-02,-1.7625,-0.18175
-3.6024e-02,-1.80109,-0.185266
-3.5960e-02,-1.83656,-0.186578
-3.5896e-02,-1.87875,-0.188328
-3.5832e-02,-1.92922,-0.190781
-3.5768e-02,-1.96344,-0.191109
-3.5704e-02,-2.00141,-0.195547
-3.5640e-02,-2.04781,-0.19775
-3.5576e-02,-2.09359,-0.197922
-3.5512e-02,-2.14641,-0.200156
-3.5448e-02,-2.18406,-0.203672
-3.5384e-02,-2.22891,-0.203359
-3.5320e-02,-2.27562,-0.204109
-3.5256e-02,-2.31937,-0.205875
-3.5192e-02,-2.36312,-0.206922
-3.5128e-02,-2.41187,-0.208984
-3.5064e-02,-2.4575,-0.208984
-3.5000e-02,-2.50109,-0.21125
-3.4936e-02,-2.55203,-0.210219
-3.4872e-02,-2.59891,-0.211594
-3.4808e-02,-2.64531,-0.211141
-3.4744e-02,-2.68125,-0.211625
-3.4680e-02,-2.71766,-0.212984
-3.4616e-02,-2.75656,-0.211875
-3.4552e-02,-2.78,-0.212625
-3.4488e-02,-2.80516,-0.213234
-3.4424e-02,-2.82984,-0.211578
-3.4360e-02,-2.84109,-0.21175
-3.4296e-02,-2.84656,-0.211953
-3.4232e-02,-2.85625,-0.211734
-3.4168e-02,-2.85766,-0.210922
-3.4104e-02,-2.845,-0.209484
-3.4040e-02,-2.83766,-0.210234
-3.3976e-02,-2.81344,-0.209859
-3.3912e-02,-2.79109,-0.208563
-3.3848e-02,-2.76781,-0.206203
-3.3784e-02,-2.72531,-0.205984
-3.3720e-02,-2.68344,-0.204422
-3.3656e-02,-2.63687,-0.20475
-3.3592e-02,-2.58859,-0.203266
-3.3528e-02,-2.52703,-0.203
-3.3464e-02,-2.47422,-0.199891
-3.3400e-02,-2.40891,-0.199984
-3.3336e-02,-2.35625,-0.196453
-3.3272e-02,-2.30453,-0.197844
-3.3208e-02,-2.23656,-0.195297
-3.3144e-02,-2.17328,-0.193016
-3.3080e-02,-2.11687,-0.191578
-3.3016e-02,-2.03875,-0.190125
-3.2952e-02,-1.97812,-0.189359
-3.2888e-02,-1.90594,-0.186641
-3.2824e-02,-1.84219,-0.184516
-3.2760e-02,-1.77844,-0.182094
-3.2696e-02,-1.71141,-0.181594
-3.2632e-02,-1.6525,-0.179641
-3.2568e-02,-1.59078,-0.176094
-3.2504e-02,-1.52516,-0.176547
-3.2440e-02,-1.47734,-0.172109
-3.2376e-02,-1.42156,-0.1715
-3.2312e-02,-1.36047,-0.168016
-3.2248e-02,-1.30969,-0.166813
-3.2184e-02,-1.25531,-0.163672
-3.2120e-02,-1.20234,-0.159938
-3.2056e-02,-1.15281,-0.159
-3.1992e-02,-1.10953,-0.156766
-3.1928e-02,-1.05437,-0.155672
-3.1864e-02,-1.00891,-0.15225
-3.1800e-02,-0.962031,-0.149984
-3.1736e-02,-0.921094,-0.146266
-3.1672e-02,-0.876406,-0.142781
-3.1608e-02,-0.829844,-0.140078
-3.1544e-02,-0.788906,-0.135766
-3.1480e-02,-0.75,-0.134234
-3.1416e-02,-0.695625,-0.130953
-3.1352e-02,-0.647187,-0.127703
-3.1288e-02,-0.619531,-0.124953
-3.1224e-02,-0.572812,-0.119859
-3.1160e-02,-0.537187,-0.116797
-3.1096e-02,-0.494062,-0.113281
-3.1032e-02,-0.464687,-0.111438
-3.0968e-02,-0.430937,-0.10725
-3.0904e-02,-0.398594,-0.103438
-3.0840e-02,-0.365312,-0.0992969
-3.0776e-02,-0.329531,-0.0963438
-3.0712e-02,-0.287187,-0.093375
-3.0648e-02,-0.258125,-0.088875
-3.0584e-02,-0.233906,-0.0863906
-3.0520e-02,-0.197656,-0.0812969
-3.0456e-02,-0.161094,-0.0779219
-3.0392e-02,-0.124375,-0.0752344
-3.0328e-02,-0.0959375,-0.0694844
-3.0264e-02,-0.07,-0.0666719
-3.0200e-02,-0.0379687,-0.0605938
-3.0136e-02,-0.00124999,-0.0589219
-3.0072e-02,0.026875,-0.0546406
-3.0008e-02,0.0534375,-0.0510625
-2.9944e-02,0.085,-0.0466875
-2.9880e-02,0.117813,-0.043
-2.9816e-02,0.143594,-0.038125
-2.9752e-02,0.170469,-0.0343281
-2.9688e-02,0.200781,-0.0285313
-2.9624e-02,0.232344,-0.0262031
-2.9560e-02,0.256563,-0.0213125
-2.9496e-02,0.282031,-0.0160781
-2.9432e-02,0.316094,-0.0122813
-2.9368e-02,0.341875,-0.00834375
-2.9304e-02,0.368906,-0.00459375
-2.9240e-02,0.40125,0.000140625
-2.9176e-02,0.421094,0.00532812
-2.9112e-02,0.443438,0.00903125
-2.9048e-02,0.471719,0.0129375
-2.8984e-02,0.500313,0.0171563
-2.8920e-02,0.522344,0.0203594
-2.8856e-02,0.550938,0.0253594
-2.8792e-02,0.578906,0.0290625
-2.8728e-02,0.60125,0.0328438
-2.8664e-02,0.631875,0.0363438
-2.8600e-02,0.65,0.0423125
-2.8536e-02,0.678906,0.0466406
-2.8472e-02,0.70625,0.0497813
-2.8408e-02,0.719219,0.05425
-2.8344e-02,0.754219,0.0583281
-2.8280e-02,0.770781,0.0624688
-2.8216e-02,0.798906,0.0664844
-2.8152e-02,0.822813,0.0691875
-2.8088e-02,0.845938,0.073375
-2.8024e-02,0.878438,0.0787031
-2.7960e-02,0.897031,0.0819219
-2.7896e-02,0.920781,0.0861406
-2.7832e-02,0.945938,0.0893438
-2.7768e-02,0.973438,0.0925938
-2.7704e-02,0.996563,0.0980938
-2.7640e-02,1.02703,0.102406
-2.7576e-02,1.04313,0.104391
-2.7512e-02,1.07188,0.109406
-2.7448e-02,1.1,0.113047
-2.7384e-02,1.12125,0.116141
-2.7320e-02,1.15578,0.118766
-2.7256e-02,1.18063,0.1225
-2.7192e-02,1.20234,0.125938
-2.7128e-02,1.24016,0.128609
-2.7064e-02,1.26953,0.133344
-2.7000e-02,1.28859,0.136453
-2.6936e-02,1.31891,0.140813
-2.6872e-02,1.36125,0.144172
-2.6808e-02,1.39047,0.147938
-2.6744e-02,1.42109,0.150234
-2.6680e-02,1.44813,0.155859
-2.6616e-02,1.48297,0.157422
-2.6552e-02,1.52125,0.161578
-2.6488e-02,1.54094,0.164891
-2.6424e-02,1.56625,0.167188
-2.6360e-02,1.60125,0.170313
-2.6296e-02,1.63891,0.173813
-2.6232e-02,1.67063,0.176578
-2.6168e-02,1.70594,0.177703
-2.6104e-02,1.74578,0.179891
-2.6040e-02,1.77016,0.183234
-2.5976e-02,1.80656,0.184656
-2.5912e-02,1.85078,0.187266
-2.5848e-02,1.88375,0.189641
-2.5784e-02,1.92953,0.192563
-2.5720e-02,1.96453,0.193781
-2.5656e-02,2.01438,0.1965
-2.5592e-02,2.06516,0.197547
-2.5528e-02,2.10641,0.199656
-2.5464e-02,2.15547,0.201219
-2.5400e-02,2.20547,0.20225
-2.5336e-02,2.24813,0.204125
-2.5272e-02,2.30234,0.204766
-2.5208e-02,2.35469,0.205
-2.5144e-02,2.39953,0.207875
-2.5080e-02,2.43828,0.208859
-2.5016e-02,2.49016,0.209578
-2.4952e-02,2.53984,0.209984
-2.4888e-02,2.58281,0.210656
-2.4824e-02,2.62391,0.209469
-2.4760e-02,2.66,0.21
-2.4696e-02,2.69594,0.211766
-2.4632e-02,2.72734,0.21275
-2.4568e-02,2.76531,0.212547
-2.4504e-02,2.79188,0.211234
-2.4440e-02,2.81188,0.212469
-2.4376e-02,2.83078,0.211797
-2.4312e-02,2.84531,0.211156
-2.4248e-02,2.85172,0.211359
-2.4184e-02,2.85313,0.211844
-2.4120e-02,2.84844,0.209203
-2.4056e-02,2.84219,0.210344
-2.3992e-02,2.82359,0.209688
-2.3928e-02,2.79594,0.208156
-2.3864e-02,2.76484,0.210391
-2.3800e-02,2.72734,0.207078
-2.3736e-02,2.69016,0.206578
-2.3672e-02,2.64563,0.204141
-2.3608e-02,2.59938,0.203578
-2.3544e-02,2.55016,0.202016
-2.3480e-02,2.48984,0.200859
-2.3416e-02,2.43844,0.198422
-2.3352e-02,2.37938,0.197469
-2.3288e-02,2.31891,0.195375
-2.3224e-02,2.25016,0.194563
-2.3160e-02,2.18531,0.192547
-2.3096e-02,2.11656,0.190422
-2.3032e-02,2.04672,0.1895
-2.2968e-02,1.96984,0.186703
-2.2904e-02,1.90844,0.186563
-2.2840e-02,1.84547,0.185609
-2.2776e-02,1.77781,0.181344
-2.2712e-02,1.72344,0.180531
-2.2648e-02,1.665,0.178
-2.2584e-02,1.60297,0.177563
-2.2520e-02,1.54672,0.175906
-2.2456e-02,1.48375,0.172906
-2.2392e-02,1.42563,0.170156
-2.2328e-02,1.36641,0.169031
-2.2264e-02,1.30734,0.167031
-2.2200e-02,1.25953,0.163031
-2.2136e-02,1.20328,0.160344
-2.2072e-02,1.15578,0.159172
-2.2008e-02,1.10781,0.156031
-2.1944e-02,1.05063,0.153375
-2.1880e-02,1.00453,0.149438
-2.1816e-02,0.958281,0.147953
-2.1752e-02,0.91375,0.144594
-2.1688e-02,0.867031,0.143828
-2.1624e-02,0.819063,0.139328
-2.1560e-02,0.772969,0.136203
-2.1496e-02,0.7325,0.131453
-2.1432e-02,0.692969,0.129109
-2.1368e-02,0.650938,0.125875
-2.1304e-02,0.60625,0.124563
-2.1240e-02,0.566406,0.119469
-2.1176e-02,0.524844,0.116828
-2.1112e-02,0.484688,0.114016
-2.1048e-02,0.444063,0.110938
-2.0984e-02,0.403281,0.106688
-2.0920e-02,0.374219,0.104641
-2.0856e-02,0.338594,0.100266
-2.0792e-02,0.301094,0.0982188
-2.0728e-02,0.270781,0.0925625
-2.0664e-02,0.236094,0.0889375
-2.0600e-02,0.197188,0.0867344
-2.0536e-02,0.163281,0.0825469
-2.0472e-02,0.125313,0.078
-2.0408e-02,0.099375,0.0744688
-2.0344e-02,0.073125,0.0694531
-2.0280e-02,0.0371875,0.0659844
-2.0216e-02,0.00359376,0.0616563
-2.0152e-02,-0.0217187,0.058125
-2.0088e-02,-0.0542187,0.0556406
-2.0024e-02,-0.0825,0.0516875
-1.9960e-02,-0.117656,0.0463594
-1.9896e-02,-0.145625,0.0417656
-1.9832e-02,-0.170625,0.0384688
-1.9768e-02,-0.203125,0.0329688
-1.9704e-02,-0.234687,0.0308906
-1.9640e-02,-0.261719,0.02475
-1.9576e-02,-0.285781,0.0222031
-1.9512e-02,-0.31875,0.0163906
-1.9448e-02,-0.34375,0.012125
-1.9384e-02,-0.363125,0.00914063
-1.9320e-02,-0.391719,0.00498437
-1.9256e-02,-0.425469,0.00225
-1.9192e-02,-0.441562,-0.0043125
-1.9128e-02,-0.468594,-0.00721875
-1.9064e-02,-0.483594,-0.0125469
-1.9000e-02,-0.517656,-0.0161719
-1.8936e-02,-0.539844,-0.0212813
-1.8872e-02,-0.562656,-0.0244219
-1.8808e-02,-0.593125,-0.0291563
-1.8744e-02,-0.617031,-0.0334531
-1.8680e-02,-0.639219,-0.0384219
-1.8616e-02,-0.661562,-0.0423906
-1.8552e-02,-0.687344,-0.0461406
-1.8488e-02,-0.71875,-0.050375
-1.8424e-02,-0.741719,-0.0539688
-1.8360e-02,-0.7675,-0.0583594
-1.8296e-02,-0.792656,-0.0623125
-1.8232e-02,-0.812187,-0.0665313
-1.8168e-02,-0.83875,-0.070375
-1.8104e-02,-0.871875,-0.0731406
-1.8040e-02,-0.888125,-0.0791563
-1.7976e-02,-0.915781,-0.0817969
-1.7912e-02,-0.938437,-0.0855469
-1.7848e-02,-0.964219,-0.0903906
-1.7784e-02,-0.994062,-0.092375
-1.7720e-02,-1.00828,-0.0985156
-1.7656e-02,-1.03469,-0.100875
-1.7592e-02,-1.06031,-0.104766
-1.7528e-02,-1.08484,-0.10825
-1.7464e-02,-1.11453,-0.112531
-1.7400e-02,-1.13281,-0.116281
-1.7336e-02,-1.16344,-0.119719
-1.7272e-02,-1.19125,-0.123203
-1.7208e-02,-1.21656,-0.126875
-1.7144e-02,-1.24109,-0.130266
-1.7080e-02,-1.27578,-0.134453
-1.7016e-02,-1.30859,-0.13725
-1.6952e-02,-1.32922,-0.141203
-1.6888e-02,-1.35875,-0.145891
-1.6824e-02,-1.39578,-0.148563
-1.6760e-02,-1.42547,-0.151469
-1.6696e-02,-1.45156,-0.154641
-1.6632e-02,-1.48422,-0.158047
-1.6568e-02,-1.51359,-0.161031
-1.6504e-02,-1.53547,-0.164313
-1.6440e-02,-1.56453,-0.167078
-1.6376e-02,-1.60109,-0.169828
-1.6312e-02,-1.63297,-0.172906
-1.6248e-02,-1.66797,-0.175625
-1.6184e-02,-1.70125,-0.178672
-1.6120e-02,-1.73828,-0.179375
-1.6056e-02,-1.77406,-0.182563
