Model,DPO2002B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.02,
Sample Interval,6.4e-05,
Filter Frequency,7e+07,
Record Length,3124,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,0.1
Label,,
TIME,CH1,CH2
2.8872e-02,-0.528437,-0.117
2.8936e-02,-0.484687,-0.113609
2.9000e-02,-0.457812,-0.109625
2.9064e-02,-0.429375,-0.106453
2.9128e-02,-0.394219,-0.102188
2.9192e-02,-0.354062,-0.0978281
2.9256e-02,-0.320469,-0.0958594
2.9320e-02,-0.281562,-0.0938594
2.9384e-02,-0.247656,-0.0879844
2.9448e-02,-0.22,-0.0846406
2.9512e-02,-0.195156,-0.0802656
2.9576e-02,-0.156094,-0.07625
2.9640e-02,-0.131719,-0.072
2.9704e-02,-0.0914062,-0.0695625
2.9768e-02,-0.063125,-0.0647188
2.9832e-02,-0.0314062,-0.0600781
2.9896e-02,0.00125001,-0.056875
2.9960e-02,0.0364063,-0.0537188
3.0024e-02,0.056875,-0.0503438
3.0088e-02,0.0892188,-0.0454688
3.0152e-02,0.118125,-0.0426563
3.0216e-02,0.152188,-0.0385313
3.0280e-02,0.175313,-0.03375
3.0344e-02,0.20125,-0.0281406
3.0408e-02,0.2375,-0.0243281
3.0472e-02,0.260625,-0.0207813
3.0536e-02,0.283906,-0.0155
3.0600e-02,0.318906,-0.0103594
3.0664e-02,0.345938,-0.00775
3.0728e-02,0.369375,-0.00304688
3.0792e-02,0.398906,0.000953125
3.0856e-02,0.425469,0.00507812
3.0920e-02,0.449375,0.0093125
3.0984e-02,0.478281,0.0124375
3.1048e-02,0.504531,0.0165781
3.1112e-02,0.525938,0.0213125
3.1176e-02,0.557969,0.0268906
3.1240e-02,0.576719,0.0291563
3.1304e-02,0.605625,0.0324688
3.1368e-02,0.637188,0.0383594
3.1432e-02,0.653281,0.0438125
3.1496e-02,0.68625,0.0463281
3.1560e-02,0.710781,0.05125
3.1624e-02,0.724375,0.0538594
3.1688e-02,0.757031,0.05925
3.1752e-02,0.772813,0.0636406
3.1816e-02,0.801875,0.0676563
3.1880e-02,0.829063,0.0701719
3.1944e-02,0.851875,0.0737188
3.2008e-02,0.879531,0.0790313
3.2072e-02,0.900781,0.0831875
3.2136e-02,0.921719,0.0872188
3.2200e-02,0.949375,0.0896719
3.2264e-02,0.974688,0.0940938
3.2328e-02,1.00078,0.0980625
3.2392e-02,1.02719,0.102406
3.2456e-02,1.05063,0.106313
3.2520e-02,1.08297,0.108438
3.2584e-02,1.10094,0.112516
3.2648e-02,1.13297,0.116047
3.2712e-02,1.16125,0.119844
3.2776e-02,1.18469,0.123531
3.2840e-02,1.20563,0.127313
3.2904e-02,1.24469,0.129734
3.2968e-02,1.27391,0.134734
3.3032e-02,1.29672,0.136688
3.3096e-02,1.32781,0.141063
3.3160e-02,1.35922,0.143188
3.3224e-02,1.39688,0.148984
3.3288e-02,1.42422,0.150938
3.3352e-02,1.45219,0.156656
3.3416e-02,1.49344,0.158578
3.3480e-02,1.51375,0.161234
3.3544e-02,1.54969,0.165203
3.3608e-02,1.56938,0.168328
3.3672e-02,1.60766,0.170969
3.3736e-02,1.64563,0.173297
3.3800e-02,1.67469,0.176266
3.3864e-02,1.71547,0.177656
3.3928e-02,1.75531,0.181344
3.3992e-02,1.78047,0.181516
3.4056e-02,1.81219,0.186172
3.4120e-02,1.84719,0.187922
3.4184e-02,1.88766,0.190672
3.4248e-02,1.93297,0.1925
3.4312e-02,1.97234,0.193766
3.4376e-02,2.02797,0.196188
3.4440e-02,2.07094,0.197031
3.4504e-02,2.11516,0.199906
3.4568e-02,2.16375,0.201078
3.4632e-02,2.21891,0.20225
3.4696e-02,2.25969,0.205281
3.4760e-02,2.30828,0.205344
3.4824e-02,2.35938,0.207125
3.4888e-02,2.40125,0.206875
3.4952e-02,2.44422,0.206484
3.5016e-02,2.50328,0.210703
3.5080e-02,2.54609,0.210109
3.5144e-02,2.58484,0.210844
3.5208e-02,2.62797,0.209875
3.5272e-02,2.67031,0.2105
3.5336e-02,2.70375,0.212609
3.5400e-02,2.735,0.210781
3.5464e-02,2.76781,0.212359
3.5528e-02,2.80078,0.212016
3.5592e-02,2.82016,0.211266
3.5656e-02,2.83516,0.213875
3.5720e-02,2.84578,0.211328
3.5784e-02,2.84594,0.210969
3.5848e-02,2.85047,0.210344
3.5912e-02,2.84922,0.209391
3.5976e-02,2.84109,0.209328
3.6040e-02,2.81984,0.208094
3.6104e-02,2.79422,0.209203
3.6168e-02,2.76125,0.207297
3.6232e-02,2.7225,0.206156
3.6296e-02,2.68125,0.204531
3.6360e-02,2.63375,0.203547
3.6424e-02,2.58797,0.203563
3.6488e-02,2.53406,0.201172
3.6552e-02,2.48078,0.200734
3.6616e-02,2.42313,0.198797
3.6680e-02,2.3675,0.197656
3.6744e-02,2.30719,0.195906
3.6808e-02,2.23891,0.194516
3.6872e-02,2.17422,0.193969
3.6936e-02,2.10141,0.190813
3.7000e-02,2.03063,0.190625
3.7064e-02,1.95672,0.187875
3.7128e-02,1.89938,0.184172
3.7192e-02,1.82859,0.184766
3.7256e-02,1.77203,0.181656
3.7320e-02,1.71891,0.180609
3.7384e-02,1.65078,0.178141
3.7448e-02,1.59531,0.177063
3.7512e-02,1.52859,0.174953
3.7576e-02,1.47594,0.171391
3.7640e-02,1.41078,0.169672
3.7704e-02,1.35672,0.166984
3.7768e-02,1.29844,0.165719
3.7832e-02,1.24563,0.163219
3.7896e-02,1.1975,0.160391
3.7960e-02,1.14422,0.159422
3.8024e-02,1.09031,0.156391
3.8088e-02,1.0425,0.1525
3.8152e-02,0.994844,0.149484
3.8216e-02,0.950938,0.146016
3.8280e-02,0.899688,0.144578
3.8344e-02,0.855469,0.142
3.8408e-02,0.817188,0.138938
3.8472e-02,0.762969,0.135359
3.8536e-02,0.724844,0.131656
3.8600e-02,0.681719,0.130234
3.8664e-02,0.64125,0.126891
3.8728e-02,0.592813,0.122438
3.8792e-02,0.562344,0.11925
3.8856e-02,0.518125,0.117297
3.8920e-02,0.478125,0.114172
3.8984e-02,0.438906,0.110047
3.9048e-02,0.402969,0.105641
3.9112e-02,0.364688,0.104156
3.9176e-02,0.327656,0.0999063
3.9240e-02,0.28875,0.0968438
3.9304e-02,0.256719,0.0927656
3.9368e-02,0.229688,0.0893281
3.9432e-02,0.196875,0.0855781
3.9496e-02,0.156406,0.0809063
3.9560e-02,0.123281,0.0771875
3.9624e-02,0.09,0.0734844
3.9688e-02,0.0609375,0.0681563
3.9752e-02,0.0364063,0.0657344
3.9816e-02,0.00125001,0.0624844
3.9880e-02,-0.0354687,0.0589375
3.9944e-02,-0.0596875,0.0543281
4.0008e-02,-0.0907812,0.0513438
4.0072e-02,-0.120469,0.0467656
4.0136e-02,-0.158437,0.0406719
4.0200e-02,-0.180781,0.036625
4.0264e-02,-0.21125,0.0339688
4.0328e-02,-0.24125,0.0284219
4.0392e-02,-0.26625,0.0240469
4.0456e-02,-0.290625,0.0198906
4.0520e-02,-0.322344,0.0159844
4.0584e-02,-0.351719,0.0123438
4.0648e-02,-0.368906,0.00754687
4.0712e-02,-0.39875,0.00385937
4.0776e-02,-0.425156,-9.37501e-05
4.0840e-02,-0.446875,-0.004875
4.0904e-02,-0.472656,-0.00770313
4.0968e-02,-0.490469,-0.0124063
4.1032e-02,-0.519687,-0.018125
4.1096e-02,-0.548125,-0.0209688
4.1160e-02,-0.566719,-0.0261563
4.1224e-02,-0.598281,-0.0313594
4.1288e-02,-0.625469,-0.0348125
4.1352e-02,-0.642656,-0.0394844
4.1416e-02,-0.667969,-0.0436094
4.1480e-02,-0.688281,-0.0483438
4.1544e-02,-0.721094,-0.0510938
4.1608e-02,-0.751406,-0.0558906
4.1672e-02,-0.769687,-0.0590469
4.1736e-02,-0.797187,-0.0621719
4.1800e-02,-0.822344,-0.0667031
4.1864e-02,-0.845312,-0.0716563
4.1928e-02,-0.873594,-0.0754531
4.1992e-02,-0.896562,-0.0785938
4.2056e-02,-0.921094,-0.0825
4.2120e-02,-0.9475,-0.0874531
4.2184e-02,-0.961094,-0.0889844
4.2248e-02,-0.997187,-0.0953594
4.2312e-02,-1.00828,-0.0989375
4.2376e-02,-1.04391,-0.100594
4.2440e-02,-1.07203,-0.104531
4.2504e-02,-1.09047,-0.109828
4.2568e-02,-1.11875,-0.112109
4.2632e-02,-1.13781,-0.116906
4.2696e-02,-1.165,-0.119516
4.2760e-02,-1.19531,-0.123313
4.2824e-02,-1.22234,-0.127594
4.2888e-02,-1.25219,-0.131766
4.2952e-02,-1.27687,-0.135016
4.3016e-02,-1.31312,-0.138609
4.3080e-02,-1.33766,-0.142359
4.3144e-02,-1.36266,-0.146234
4.3208e-02,-1.40203,-0.149578
4.3272e-02,-1.43297,-0.152359
4.3336e-02,-1.46,-0.155094
4.3400e-02,-1.48281,-0.158734
4.3464e-02,-1.51422,-0.162016
4.3528e-02,-1.53672,-0.166266
4.3592e-02,-1.56641,-0.168313
4.3656e-02,-1.60359,-0.171281
4.3720e-02,-1.63906,-0.173625
4.3784e-02,-1.67672,-0.176078
4.3848e-02,-1.70687,-0.178703
4.3912e-02,-1.74578,-0.182
4.3976e-02,-1.78734,-0.182016
4.4040e-02,-1.82422,-0.186984
4.4104e-02,-1.8675,-0.186813
4.4168e-02,-1.90625,-0.190453
4.4232e-02,-1.94562,-0.192141
4.4296e-02,-1.99141,-0.194219
4.4360e-02,-2.03594,-0.196094
4.4424e-02,-2.07094,-0.198359
4.4488e-02,-2.12109,-0.199453
4.4552e-02,-2.16484,-0.201828
4.4616e-02,-2.20484,-0.202844
4.4680e-02,-2.26219,-0.205641
4.4744e-02,-2.30812,-0.206234
4.4808e-02,-2.34781,-0.206469
4.4872e-02,-2.39266,-0.207438
4.4936e-02,-2.44234,-0.208375
4.5000e-02,-2.48328,-0.2105
4.5064e-02,-2.52484,-0.209828
4.5128e-02,-2.58531,-0.212375
4.5192e-02,-2.62125,-0.212359
4.5256e-02,-2.66812,-0.210313
4.5320e-02,-2.70594,-0.212734
4.5384e-02,-2.73859,-0.213234
4.5448e-02,-2.76469,-0.212031
4.5512e-02,-2.795,-0.21275
4.5576e-02,-2.81203,-0.213266
4.5640e-02,-2.83312,-0.213438
4.5704e-02,-2.84578,-0.214672
4.5768e-02,-2.84703,-0.212234
4.5832e-02,-2.85047,-0.212
4.5896e-02,-2.84906,-0.211203
4.5960e-02,-2.84297,-0.210281
4.6024e-02,-2.82453,-0.209344
4.6088e-02,-2.80578,-0.210578
4.6152e-02,-2.78156,-0.208313
4.6216e-02,-2.73969,-0.207688
4.6280e-02,-2.69562,-0.206734
4.6344e-02,-2.65359,-0.205719
4.6408e-02,-2.60547,-0.204016
4.6472e-02,-2.55641,-0.202609
4.6536e-02,-2.49812,-0.201516
4.6600e-02,-2.44359,-0.198953
4.6664e-02,-2.38625,-0.198594
4.6728e-02,-2.32547,-0.196578
4.6792e-02,-2.26625,-0.195219
4.6856e-02,-2.20453,-0.193609
4.6920e-02,-2.13844,-0.192688
4.6984e-02,-2.0775,-0.190734
4.7048e-02,-2.00609,-0.187672
4.7112e-02,-1.94453,-0.186625
4.7176e-02,-1.87469,-0.184781
4.7240e-02,-1.80281,-0.183078
4.7304e-02,-1.73516,-0.181516
4.7368e-02,-1.67641,-0.180328
4.7432e-02,-1.60891,-0.176984
4.7496e-02,-1.55516,-0.176781
4.7560e-02,-1.49875,-0.174359
4.7624e-02,-1.4425,-0.171031
4.7688e-02,-1.39328,-0.169281
4.7752e-02,-1.33859,-0.166953
4.7816e-02,-1.28109,-0.165047
4.7880e-02,-1.23,-0.161438
4.7944e-02,-1.17281,-0.159188
4.8008e-02,-1.12469,-0.159313
4.8072e-02,-1.07734,-0.154656
4.8136e-02,-1.03469,-0.152703
4.8200e-02,-0.991719,-0.149156
4.8264e-02,-0.948281,-0.147578
4.8328e-02,-0.899844,-0.144719
4.8392e-02,-0.850781,-0.139672
4.8456e-02,-0.802344,-0.137391
4.8520e-02,-0.761094,-0.134688
4.8584e-02,-0.720469,-0.131438
4.8648e-02,-0.671719,-0.127313
4.8712e-02,-0.635625,-0.126391
4.8776e-02,-0.591094,-0.122484
4.8840e-02,-0.550625,-0.118703
4.8904e-02,-0.5125,-0.115422
4.8968e-02,-0.478125,-0.113953
4.9032e-02,-0.442344,-0.108453
4.9096e-02,-0.406875,-0.104828
4.9160e-02,-0.373437,-0.101453
4.9224e-02,-0.345937,-0.0989219
4.9288e-02,-0.312187,-0.0935313
4.9352e-02,-0.275156,-0.0918594
4.9416e-02,-0.241562,-0.0883594
4.9480e-02,-0.207187,-0.0834063
4.9544e-02,-0.173594,-0.079
4.9608e-02,-0.146406,-0.0766563
4.9672e-02,-0.115625,-0.071
4.9736e-02,-0.0828125,-0.0680469
4.9800e-02,-0.046875,-0.0641094
4.9864e-02,-0.02,-0.0594375
4.9928e-02,0.0103125,-0.0553906
4.9992e-02,0.04125,-0.0528594
5.0056e-02,0.0759375,-0.0471563
5.0120e-02,0.0998438,-0.0442656
5.0184e-02,0.131875,-0.0410469
5.0248e-02,0.161563,-0.0370625
5.0312e-02,0.190625,-0.0321563
5.0376e-02,0.211094,-0.0272344
5.0440e-02,0.23875,-0.0225313
5.0504e-02,0.276563,-0.0193594
5.0568e-02,0.291406,-0.0147031
5.0632e-02,0.32875,-0.00932813
5.0696e-02,0.359688,-0.00526563
5.0760e-02,0.383438,-0.00084375
5.0824e-02,0.404063,0.0023125
5.0888e-02,0.435625,0.00610937
5.0952e-02,0.465313,0.00982813
5.1016e-02,0.493906,0.0156406
5.1080e-02,0.517813,0.0185781
5.1144e-02,0.546563,0.0232969
5.1208e-02,0.558906,0.0271719
5.1272e-02,0.592656,0.0317031
5.1336e-02,0.617031,0.0349375
5.1400e-02,0.637813,0.0402656
5.1464e-02,0.673281,0.0448125
5.1528e-02,0.687344,0.04875
5.1592e-02,0.72125,0.0514844
5.1656e-02,0.737813,0.0563125
5.1720e-02,0.764063,0.0592656
5.1784e-02,0.794531,0.0646563
5.1848e-02,0.812031,0.0691719
5.1912e-02,0.836563,0.0720625
5.1976e-02,0.866406,0.0762813
5.2040e-02,0.886094,0.0803438
5.2104e-02,0.915156,0.0850313
5.2168e-02,0.932656,0.0874688
5.2232e-02,0.962813,0.0905938
5.2296e-02,0.98875,0.095875
5.2360e-02,1.00781,0.0990625
5.2424e-02,1.03688,0.103031
5.2488e-02,1.0625,0.107297
5.2552e-02,1.08281,0.109953
5.2616e-02,1.11313,0.114078
5.2680e-02,1.14563,0.117188
5.2744e-02,1.16125,0.121625
5.2808e-02,1.19906,0.124594
5.2872e-02,1.22734,0.127391
5.2936e-02,1.24688,0.131984
5.3000e-02,1.28266,0.135188
5.3064e-02,1.31375,0.139031
5.3128e-02,1.34609,0.142609
5.3192e-02,1.36375,0.144781
5.3256e-02,1.40578,0.150422
5.3320e-02,1.43813,0.152781
5.3384e-02,1.47297,0.156938
5.3448e-02,1.49203,0.159203
5.3512e-02,1.52766,0.162047
5.3576e-02,1.55234,0.167188
5.3640e-02,1.59469,0.168781
5.3704e-02,1.62234,0.171234
5.3768e-02,1.65531,0.174719
5.3832e-02,1.68281,0.177328
5.3896e-02,1.72859,0.177953
5.3960e-02,1.75563,0.181172
5.4024e-02,1.79813,0.184547
5.4088e-02,1.83188,0.187188
5.4152e-02,1.87469,0.188031
5.4216e-02,1.91672,0.190609
5.4280e-02,1.94531,0.193078
5.4344e-02,1.99891,0.194594
5.4408e-02,2.04875,0.196844
5.4472e-02,2.08266,0.197344
5.4536e-02,2.13297,0.200141
5.4600e-02,2.18281,0.202125
5.4664e-02,2.23672,0.204391
5.4728e-02,2.27891,0.205203
5.4792e-02,2.32719,0.205891
5.4856e-02,2.38281,0.206
5.4920e-02,2.42625,0.208938
5.4984e-02,2.46875,0.209719
5.5048e-02,2.52563,0.209828
5.5112e-02,2.56141,0.211516
5.5176e-02,2.60313,0.210484
5.5240e-02,2.64125,0.211578
5.5304e-02,2.68281,0.211719
5.5368e-02,2.72375,0.211609
5.5432e-02,2.75406,0.2125
5.5496e-02,2.78438,0.211688
5.5560e-02,2.80313,0.210781
5.5624e-02,2.82828,0.211719
5.5688e-02,2.84203,0.210734
5.5752e-02,2.85266,0.211422
5.5816e-02,2.84953,0.210563
5.5880e-02,2.85078,0.210563
5.5944e-02,2.84906,0.210234
5.6008e-02,2.83531,0.209391
5.6072e-02,2.80656,0.208281
5.6136e-02,2.78625,0.206453
5.6200e-02,2.74797,0.206953
5.6264e-02,2.70547,0.205891
5.6328e-02,2.66391,0.204141
5.6392e-02,2.60906,0.203188
5.6456e-02,2.56797,0.201969
5.6520e-02,2.51969,0.201719
5.6584e-02,2.45375,0.198672
5.6648e-02,2.40203,0.197891
5.6712e-02,2.34109,0.196563
5.6776e-02,2.27484,0.194813
5.6840e-02,2.21578,0.193656
5.6904e-02,2.14359,0.192797
5.6968e-02,2.07516,0.190922
5.7032e-02,2.00719,0.188531
5.7096e-02,1.93281,0.185781
5.7160e-02,1.87563,0.184797
5.7224e-02,1.80469,0.183938
5.7288e-02,1.75438,0.181469
5.7352e-02,1.685,0.17825
5.7416e-02,1.62734,0.178406
5.7480e-02,1.57,0.175234
5.7544e-02,1.51078,0.173
5.7608e-02,1.44703,0.172656
5.7672e-02,1.38797,0.168078
5.7736e-02,1.33344,0.167
5.7800e-02,1.28281,0.16325
5.7864e-02,1.22828,0.162219
5.7928e-02,1.17219,0.159563
5.7992e-02,1.12703,0.157266
5.8056e-02,1.07328,0.153922
5.8120e-02,1.02625,0.150625
5.8184e-02,0.973438,0.148938
5.8248e-02,0.93,0.144984
5.8312e-02,0.888281,0.144844
5.8376e-02,0.838906,0.140625
5.8440e-02,0.796875,0.137891
5.8504e-02,0.755469,0.133094
5.8568e-02,0.717813,0.130797
5.8632e-02,0.670781,0.127922
5.8696e-02,0.627031,0.124125
5.8760e-02,0.586719,0.122703
5.8824e-02,0.539531,0.118469
5.8888e-02,0.509531,0.114938
5.8952e-02,0.470781,0.112578
5.9016e-02,0.427813,0.108359
5.9080e-02,0.388438,0.107422
5.9144e-02,0.35875,0.10225
5.9208e-02,0.31375,0.0983594
5.9272e-02,0.27875,0.0966094
5.9336e-02,0.2425,0.0909531
5.9400e-02,0.211094,0.0874531
5.9464e-02,0.183906,0.0835469
5.9528e-02,0.15375,0.0793125
5.9592e-02,0.118906,0.0747656
5.9656e-02,0.0789063,0.0707656
5.9720e-02,0.04375,0.0692188
5.9784e-02,0.0209375,0.0629844
5.9848e-02,-0.00812499,0.0600156
5.9912e-02,-0.0410937,0.05575
5.9976e-02,-0.0773437,0.052
6.0040e-02,-0.106719,0.04775
6.0104e-02,-0.126875,0.0435
6.0168e-02,-0.162969,0.0398438
6.0232e-02,-0.195937,0.0358438
6.0296e-02,-0.225625,0.0314375
6.0360e-02,-0.242969,0.0260469
6.0424e-02,-0.281094,0.0232188
6.0488e-02,-0.305312,0.0180313
6.0552e-02,-0.327656,0.0137813
6.0616e-02,-0.35875,0.00978125
6.0680e-02,-0.388906,0.00642187
6.0744e-02,-0.409375,0.00271875
6.0808e-02,-0.436719,-0.00165625
6.0872e-02,-0.453125,-0.00504688
6.0936e-02,-0.480312,-0.0107031
6.1000e-02,-0.506562,-0.01475
6.1064e-02,-0.532031,-0.0188125
6.1128e-02,-0.553594,-0.022625
6.1192e-02,-0.581094,-0.0274375
6.1256e-02,-0.607031,-0.0313281
6.1320e-02,-0.635937,-0.0357813
6.1384e-02,-0.648906,-0.0411875
6.1448e-02,-0.672031,-0.0452188
6.1512e-02,-0.702656,-0.0486875
6.1576e-02,-0.732031,-0.0516406
6.1640e-02,-0.75625,-0.0558906
6.1704e-02,-0.78375,-0.0604844
6.1768e-02,-0.802969,-0.0645625
6.1832e-02,-0.834687,-0.0674688
6.1896e-02,-0.855469,-0.0725469
6.1960e-02,-0.881094,-0.075375
6.2024e-02,-0.903906,-0.0788594
6.2088e-02,-0.928906,-0.0845
6.2152e-02,-0.957344,-0.0890781
6.2216e-02,-0.970469,-0.09275
6.2280e-02,-1.00141,-0.0959531
6.2344e-02,-1.02812,-0.0992344
6.2408e-02,-1.05125,-0.103234
6.2472e-02,-1.07641,-0.106594
6.2536e-02,-1.10016,-0.110828
6.2600e-02,-1.12109,-0.114344
6.2664e-02,-1.15016,-0.118641
6.2728e-02,-1.17859,-0.122484
6.2792e-02,-1.20109,-0.125984
6.2856e-02,-1.23406,-0.128938
6.2920e-02,-1.25766,-0.13325
6.2984e-02,-1.285,-0.135859
6.3048e-02,-1.31875,-0.140047
6.3112e-02,-1.35312,-0.143469
6.3176e-02,-1.37844,-0.146547
6.3240e-02,-1.40594,-0.150609
6.3304e-02,-1.44109,-0.153688
6.3368e-02,-1.47437,-0.157438
6.3432e-02,-1.49516,-0.161297
6.3496e-02,-1.51937,-0.163672
6.3560e-02,-1.55344,-0.166719
6.3624e-02,-1.58359,-0.168875
6.3688e-02,-1.61406,-0.171297
6.3752e-02,-1.64937,-0.174578
6.3816e-02,-1.68687,-0.17725
6.3880e-02,-1.72328,-0.179375
6.3944e-02,-1.76234,-0.180359
6.4008e-02,-1.80031,-0.184688
6.4072e-02,-1.83906,-0.184734
6.4136e-02,-1.87875,-0.188938
6.4200e-02,-1.91859,-0.190906
6.4264e-02,-1.96109,-0.191969
6.4328e-02,-2.00109,-0.194469
6.4392e-02,-2.04328,-0.196828
6.4456e-02,-2.09109,-0.197719
6.4520e-02,-2.13906,-0.202031
6.4584e-02,-2.17891,-0.202016
6.4648e-02,-2.22812,-0.203906
6.4712e-02,-2.27641,-0.204641
6.4776e-02,-2.31875,-0.205406
6.4840e-02,-2.36109,-0.205703
6.4904e-02,-2.40547,-0.209234
6.4968e-02,-2.45937,-0.210406
6.5032e-02,-2.50359,-0.210922
6.5096e-02,-2.55281,-0.210078
6.5160e-02,-2.60125,-0.211281
6.5224e-02,-2.64109,-0.212094
6.5288e-02,-2.68031,-0.213578
6.5352e-02,-2.72312,-0.212484
6.5416e-02,-2.75406,-0.211531
6.5480e-02,-2.78,-0.213531
6.5544e-02,-2.79875,-0.213156
6.5608e-02,-2.8225,-0.213219
6.5672e-02,-2.83625,-0.214188
6.5736e-02,-2.84609,-0.210453
6.5800e-02,-2.85516,-0.212828
6.5864e-02,-2.85312,-0.211766
6.5928e-02,-2.84797,-0.210688
6.5992e-02,-2.83875,-0.209531
6.6056e-02,-2.81984,-0.209328
6.6120e-02,-2.79922,-0.209578
6.6184e-02,-2.7625,-0.207547
6.6248e-02,-2.72734,-0.206938
6.6312e-02,-2.68359,-0.205156
6.6376e-02,-2.63672,-0.204859
6.6440e-02,-2.58922,-0.20275
6.6504e-02,-2.52922,-0.202813
6.6568e-02,-2.47672,-0.200688
6.6632e-02,-2.41578,-0.199125
6.6696e-02,-2.35875,-0.197172
6.6760e-02,-2.30359,-0.196141
6.6824e-02,-2.23859,-0.195547
6.6888e-02,-2.17437,-0.191984
6.6952e-02,-2.11641,-0.191859
6.7016e-02,-2.04125,-0.189406
6.7080e-02,-1.97,-0.188219
6.7144e-02,-1.91391,-0.185672
6.7208e-02,-1.84844,-0.185203
6.7272e-02,-1.78,-0.181906
6.7336e-02,-1.71328,-0.179406
6.7400e-02,-1.64828,-0.179359
6.7464e-02,-1.59359,-0.178547
6.7528e-02,-1.53156,-0.175828
6.7592e-02,-1.47594,-0.172203
6.7656e-02,-1.42437,-0.169984
6.7720e-02,-1.3675,-0.167891
6.7784e-02,-1.31469,-0.164656
6.7848e-02,-1.25453,-0.163891
6.7912e-02,-1.20109,-0.161203
6.7976e-02,-1.15047,-0.15825
6.8040e-02,-1.10922,-0.156109
6.8104e-02,-1.06172,-0.154531
6.8168e-02,-1.01187,-0.151563
6.8232e-02,-0.963437,-0.148375
6.8296e-02,-0.927187,-0.146406
6.8360e-02,-0.881094,-0.143641
6.8424e-02,-0.835625,-0.140109
6.8488e-02,-0.793125,-0.136125
6.8552e-02,-0.745625,-0.134344
6.8616e-02,-0.697187,-0.130953
6.8680e-02,-0.651875,-0.127234
6.8744e-02,-0.615625,-0.123688
6.8808e-02,-0.574062,-0.120344
6.8872e-02,-0.535156,-0.115859
6.8936e-02,-0.490312,-0.114563
6.9000e-02,-0.462187,-0.109344
6.9064e-02,-0.435937,-0.107688
6.9128e-02,-0.39875,-0.103578
6.9192e-02,-0.361094,-0.100156
6.9256e-02,-0.327969,-0.09725
6.9320e-02,-0.287344,-0.0933906
6.9384e-02,-0.257969,-0.0906719
6.9448e-02,-0.226094,-0.085
6.9512e-02,-0.194687,-0.08125
6.9576e-02,-0.162344,-0.0779844
6.9640e-02,-0.1275,-0.0731094
6.9704e-02,-0.095,-0.0702031
6.9768e-02,-0.0717187,-0.0651875
6.9832e-02,-0.0325,-0.0617344
6.9896e-02,-0.000624993,-0.0582188
6.9960e-02,0.0292188,-0.0550469
7.0024e-02,0.0459375,-0.0510625
7.0088e-02,0.076875,-0.0458281
7.0152e-02,0.117031,-0.042375
7.0216e-02,0.1425,-0.0374531
7.0280e-02,0.17125,-0.0335
7.0344e-02,0.20375,-0.028625
7.0408e-02,0.228438,-0.0241094
7.0472e-02,0.261875,-0.0199375
7.0536e-02,0.28125,-0.0174375
7.0600e-02,0.309688,-0.0125938
7.0664e-02,0.342344,-0.00759375
7.0728e-02,0.369531,-0.00301563
7.0792e-02,0.393594,0.00075
7.0856e-02,0.416094,0.00454687
7.0920e-02,0.445,0.00857813
7.0984e-02,0.471094,0.0120781
7.1048e-02,0.506094,0.0165313
7.1112e-02,0.523438,0.0203281
7.1176e-02,0.553125,0.0249688
7.1240e-02,0.574688,0.0281094
7.1304e-02,0.60125,0.0339844
7.1368e-02,0.626719,0.0371406
7.1432e-02,0.647188,0.0419063
7.1496e-02,0.678438,0.0463594
7.1560e-02,0.705938,0.0497656
7.1624e-02,0.723281,0.0547656
7.1688e-02,0.750625,0.0585156
7.1752e-02,0.766406,0.0614219
7.1816e-02,0.798906,0.0646875
7.1880e-02,0.824375,0.0692656
7.1944e-02,0.845313,0.0738906
7.2008e-02,0.876719,0.0780938
7.2072e-02,0.899688,0.0818125
7.2136e-02,0.918906,0.0859219
7.2200e-02,0.944844,0.0890625
7.2264e-02,0.970625,0.0926406
7.2328e-02,1.00156,0.096875
7.2392e-02,1.02047,0.102359
7.2456e-02,1.04328,0.104688
7.2520e-02,1.07219,0.107281
7.2584e-02,1.09453,0.113297
7.2648e-02,1.12578,0.116188
7.2712e-02,1.15781,0.120313
7.2776e-02,1.17906,0.122281
7.2840e-02,1.20344,0.126
7.2904e-02,1.24,0.128547
7.2968e-02,1.26422,0.132906
7.3032e-02,1.28828,0.137563
7.3096e-02,1.32188,0.140109
7.3160e-02,1.35891,0.144406
7.3224e-02,1.38109,0.146422
7.3288e-02,1.41828,0.151156
7.3352e-02,1.44828,0.154203
7.3416e-02,1.47891,0.157563
7.3480e-02,1.51172,0.161156
7.3544e-02,1.54422,0.163875
7.3608e-02,1.57563,0.165875
7.3672e-02,1.60125,0.170203
7.3736e-02,1.63891,0.172125
7.3800e-02,1.67469,0.175438
7.3864e-02,1.71719,0.177781
7.3928e-02,1.74359,0.180125
7.3992e-02,1.76781,0.184422
7.4056e-02,1.80906,0.18525
7.4120e-02,1.84375,0.187953
7.4184e-02,1.88125,0.190281
7.4248e-02,1.91922,0.191453
7.4312e-02,1.96969,0.194375
7.4376e-02,2.01,0.195359
7.4440e-02,2.05938,0.196922
7.4504e-02,2.10844,0.199641
7.4568e-02,2.1525,0.201453
7.4632e-02,2.20203,0.202078
7.4696e-02,2.24766,0.204313
7.4760e-02,2.29688,0.205672
